Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT200nao_sum,LT50200nao_sum,LT50nao_sum
2021,Yolo County,Winters,14,0,1,2,11,88,10,6,72,14,0,1,2,11,37,7,4,26,1,1,1,3,2,0,1,0,0,0,2,0,0,0,0,2,0,0,1,2,2,6,10,0,4,1,2,1,6,3,2,1,3,2,1,0,0,4,12,18,5,12,0,21,,,48,10,14
2021,Yolo County,Woodland,277,1,21,52,203,1054,206,120,728,141,0,3,27,111,140,33,24,83,0,3,4,7,2,21,0,8,6,5,33,7,10,2,3,2,0,28,55,6,39,103,99,107,28,13,14,1,178,77,43,58,82,21,17,3,5,104,197,117,30,23,1,248,,,426,108,194
2021,Yolo County,Yolo Co. Sheriff's Department,58,0,5,4,49,346,81,21,244,30,0,0,1,29,42,13,5,24,3,0,0,3,0,5,0,1,0,1,2,0,3,0,0,1,0,0,7,7,24,11,50,31,34,5,11,18,47,16,6,25,6,2,13,0,0,13,92,34,9,35,5,56,,,196,25,23
2021,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0,131,0,121,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,49,15,0,0,0,0,10,0,0,0,0,,,1,0,9
2021,Yuba County,Marysville,129,1,19,30,79,366,58,137,171,50,1,3,7,39,46,5,21,20,2,8,3,13,1,16,3,7,3,1,19,1,0,5,4,6,0,14,19,20,34,6,37,21,36,14,13,9,22,12,3,7,111,18,8,1,0,26,46,31,3,19,2,43,,,100,29,42
2021,Yuba County,Union Pacific RR - Yuba,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,1,0,1
2021,Yuba County,Wheatland,8,1,1,0,6,55,14,11,30,6,1,1,0,4,15,4,8,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,8,6,7,4,3,0,7,3,4,0,11,0,0,0,0,2,6,15,0,1,0,6,,,24,5,1
2021,Yuba County,Yuba Co. Sheriff's Department,217,4,15,40,158,730,170,24,536,93,5,5,14,69,49,19,13,17,6,2,6,14,3,14,1,5,8,5,22,8,13,2,1,13,0,3,31,27,62,38,113,57,94,20,30,44,76,20,21,35,18,5,1,5,3,45,153,40,4,38,1,247,,,351,68,117
2022,Alameda County,Alameda,231,1,16,100,114,3203,297,601,2305,91,1,2,32,56,168,19,23,126,3,0,16,19,11,14,2,31,3,18,48,28,37,1,7,7,1,19,33,13,35,33,128,169,80,48,26,6,217,151,64,2,320,109,172,6,7,508,492,743,97,55,1,396,,,1483,269,553
2022,Alameda County,Alameda BART,189,0,3,123,63,773,10,170,593,71,0,1,32,38,41,3,6,32,0,1,0,1,0,2,1,19,5,4,95,0,0,0,0,0,0,123,7,6,16,34,10,0,0,0,0,0,10,3,0,7,160,0,10,61,0,0,290,58,55,0,2,127,,,376,68,149
2022,Alameda County,Alameda Co. Sheriff's Department,766,4,36,182,544,2577,412,810,1355,298,4,12,53,229,138,19,41,78,9,9,5,23,7,36,0,58,7,23,94,56,38,3,16,42,1,26,112,50,211,171,264,148,127,49,78,0,285,138,147,0,363,317,130,96,11,86,346,549,23,46,1,197,,,806,104,445
2022,Alameda County,Alameda E. Bay Reg. Park Dist.,27,0,2,12,13,291,21,18,252,5,0,0,0,5,3,2,0,1,3,2,13,18,0,2,0,2,1,2,7,0,0,0,0,0,0,12,0,1,12,0,11,10,1,0,1,0,20,12,6,2,12,3,3,0,2,0,188,27,3,3,0,29,,,163,37,52
2022,Alameda County,Albany,39,0,4,16,19,564,70,62,432,15,0,1,2,12,25,5,1,19,3,0,9,12,4,4,0,3,0,8,5,2,7,1,1,0,1,4,3,6,9,1,52,18,26,9,13,4,44,33,10,1,29,14,19,5,2,77,98,181,11,14,5,39,,,286,35,111
2022,Alameda County,Berkeley,666,3,89,292,282,6483,1036,836,4611,222,2,7,91,122,474,150,45,279,31,7,14,52,8,78,11,67,19,27,179,56,57,9,37,13,5,115,27,22,145,88,533,503,617,263,208,146,419,228,133,58,688,38,110,30,30,538,1791,693,214,308,1,1006,,,2988,587,1036
2022,Alameda County,CA Highway Patrol - Alameda,22,0,0,0,22,389,3,337,49,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,3,3,0,0,0,0,0,3,0,3,0,173,136,28,0,0,0,2,41,0,1,0,5,,,7,0,42
2022,Alameda County,CSU East Bay,4,0,3,1,0,44,3,1,40,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,2,1,1,0,0,0,0,0,6,7,0,5,5,17,,,27,4,9
2022,Alameda County,Diablo Range DPR,1,0,0,0,1,19,11,2,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,1,0,10,2,8,0,1,0,1,1,0,1,2,1,0,0,0,1,,,2,2,2
2022,Alameda County,Dublin,102,2,5,22,73,1023,115,80,828,57,0,1,10,46,260,7,2,251,1,0,1,2,0,5,0,4,0,4,14,3,13,0,1,0,2,3,9,5,37,22,62,53,46,23,23,0,69,39,30,0,49,21,10,172,2,277,130,124,17,30,2,74,,,465,97,266
2022,Alameda County,Emeryville,142,0,3,79,60,1928,150,283,1495,36,0,2,13,21,164,14,17,133,0,1,3,4,1,3,0,18,4,10,47,9,32,3,3,4,1,27,25,6,17,12,99,51,65,33,31,1,85,49,36,0,132,91,60,1,1,412,613,223,47,29,0,169,,,987,158,350
2022,Alameda County,Fremont,465,4,37,154,270,6400,997,1194,4209,155,1,6,40,108,180,49,24,107,7,2,13,22,7,36,1,30,9,42,73,13,49,1,18,22,2,49,42,40,133,55,785,212,232,87,68,77,765,439,174,152,568,440,186,12,12,179,1934,984,160,102,27,799,,,2627,317,1265
2022,Alameda County,Hayward,604,11,58,268,267,4882,544,1746,2592,239,9,16,70,144,370,42,128,200,5,17,2,24,3,54,4,123,12,22,111,59,15,7,26,24,2,135,37,57,95,78,473,71,80,33,31,16,464,326,88,50,1485,174,87,17,23,330,969,434,41,161,7,610,,,1754,243,595
2022,Alameda County,Livermore,189,2,36,55,96,1596,182,210,1204,76,2,4,28,42,108,12,8,88,13,0,6,19,2,36,0,12,6,3,34,9,18,3,2,5,3,15,15,26,32,23,111,71,70,36,29,5,112,66,39,7,89,101,20,10,1,267,283,346,34,65,0,198,,,877,108,219
2022,Alameda County,Newark,150,4,19,48,79,2048,389,341,1318,50,2,2,7,39,73,36,2,35,4,0,1,5,0,18,1,11,2,11,24,10,14,2,0,6,0,16,18,15,39,7,342,47,45,25,15,5,344,202,83,59,220,53,68,7,3,131,563,366,22,37,1,188,,,864,126,328
2022,Alameda County,Oakland,6516,121,330,2736,3329,27737,2693,7697,17347,422,36,40,45,301,108,14,13,81,111,71,9,191,2,316,14,1629,122,110,875,2061,76,78,146,148,27,200,1227,229,1487,386,1972,721,1005,332,418,255,1688,995,363,330,7606,19,72,90,182,610,9464,3403,341,63,4,3190,,,10681,836,5830
2022,Alameda County,Piedmont,21,0,5,5,11,409,39,49,321,8,0,3,1,4,14,3,4,7,0,1,3,4,1,5,0,3,0,0,2,3,0,0,0,1,0,1,1,0,3,7,19,20,33,14,15,4,6,3,3,0,42,0,7,78,2,10,98,83,2,4,0,44,,,202,34,85
2022,Alameda County,Pleasanton,82,0,11,18,53,1350,144,98,1108,77,1,13,9,54,266,22,17,227,2,0,1,3,1,11,0,6,2,0,10,6,0,0,3,0,0,9,2,4,18,29,110,34,52,28,10,14,92,55,21,16,78,17,3,2,2,324,243,272,72,83,0,110,,,887,117,104
2022,Alameda County,San Leandro,499,4,13,303,179,4254,480,1275,2499,109,0,0,35,74,158,25,30,103,15,4,5,24,2,13,0,109,15,34,145,32,66,9,30,36,15,115,22,19,71,67,407,73,141,43,80,18,339,214,73,52,1193,43,39,4,25,250,952,788,20,92,1,367,,,1748,228,523
2022,Alameda County,UC Berkeley,95,0,14,18,63,920,50,351,519,23,0,2,4,17,41,4,4,33,6,0,13,19,3,14,0,3,2,4,9,0,0,0,1,0,0,17,0,2,31,30,32,18,4,4,0,0,46,22,17,7,56,41,254,6,3,54,75,45,82,142,4,108,,,306,70,143
2022,Alameda County,Union City,314,2,7,96,209,2363,259,511,1593,81,2,2,13,64,62,13,11,38,9,4,7,20,2,7,0,23,4,24,45,10,25,3,13,5,2,38,52,25,99,33,201,58,83,27,28,28,176,98,38,40,299,181,31,14,4,95,711,448,23,140,1,157,,,1074,144,375
2022,Alameda County,Union Pacific RR - Alameda,1,0,0,0,1,18,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,13,,,5,0,8
2022,Alpine County,Alpine Co. Sheriff's Department,11,0,4,0,7,25,12,0,13,4,0,1,0,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,1,2,2,7,1,1,5,0,0,0,0,0,0,1,0,0,1,0,11,,,10,0,3
2022,Amador County,Amador Co. Sheriff's Department,94,0,11,12,71,278,53,1,224,62,0,4,7,51,42,3,0,39,0,0,0,0,0,11,0,5,0,1,6,2,1,0,0,6,0,3,6,4,24,37,27,26,32,9,9,14,21,7,8,6,1,0,0,0,2,26,40,12,1,32,2,109,,,143,43,38
2022,Amador County,CA Highway Patrol - Amador,0,0,0,0,0,41,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,6,0,0,0,0,10,0,0,0,0,,,3,0,7
2022,Amador County,Ione,6,0,2,0,4,32,2,6,24,3,0,1,0,2,3,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,2,0,0,0,0,0,4,2,0,0,0,1,7,1,2,0,0,13,,,14,4,6
2022,Amador County,Jackson,33,0,5,1,27,104,15,7,82,22,0,2,2,18,12,3,2,7,2,0,3,5,2,5,0,0,0,0,1,0,0,0,0,0,0,1,0,2,8,17,3,12,4,0,3,1,11,2,9,0,3,1,3,0,0,6,21,12,1,9,0,33,,,42,18,22
2022,Amador County,Sutter Creek,3,0,1,0,2,45,2,9,34,3,0,1,0,2,5,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,1,3,4,2,0,0,1,11,7,1,1,0,13,,,18,5,11
2022,Amador County,Union Pacific RR - Amador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
2022,Butte County,Butte Co. Sheriff's Department,431,6,51,27,347,972,267,39,666,189,3,8,12,166,76,28,6,42,1,0,6,7,5,50,1,5,3,1,18,6,3,1,2,11,1,3,37,35,144,131,91,176,178,58,91,29,89,26,59,4,12,11,16,6,3,53,164,21,12,52,6,349,,,414,85,167
2022,Butte County,CA Highway Patrol - Butte,1,0,0,0,1,215,0,193,22,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,95,31,0,0,0,1,4,0,0,0,17,,,15,0,7
2022,Butte County,Chico,589,1,80,60,448,1703,224,265,1214,246,0,4,21,221,166,38,20,108,22,4,30,56,3,50,30,7,5,4,44,14,1,2,2,11,1,29,89,12,100,247,106,118,147,42,69,36,77,30,32,15,243,0,22,5,0,132,563,124,75,12,0,303,,,607,183,424
2022,Butte County,CSU Chico,4,0,2,1,1,90,4,4,82,1,0,0,1,0,5,1,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,1,0,3,0,2,1,3,0,1,0,1,2,6,4,45,6,0,18,,,60,17,5
2022,Butte County,Gridley,31,1,9,2,19,138,29,22,87,16,0,3,1,12,23,5,2,16,1,1,1,3,0,8,1,0,0,1,1,2,0,0,0,0,0,0,3,1,7,8,19,10,3,2,1,0,26,12,7,7,7,10,5,1,1,11,18,2,2,13,0,39,,,51,12,24
2022,Butte County,Northern Buttes DPR,5,0,0,0,5,39,16,0,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,16,0,0,0,0,0,16,6,10,0,0,0,0,1,0,0,3,1,0,3,2,13,,,12,3,8
2022,Butte County,Oroville,209,3,37,31,138,712,101,203,408,72,2,2,8,60,75,11,7,57,3,1,13,17,11,37,0,3,6,5,17,8,4,3,4,1,0,11,15,14,64,45,13,88,42,13,29,0,59,18,40,1,153,29,21,3,4,94,102,89,8,23,2,83,,,261,53,94
2022,Butte County,Paradise,21,0,4,0,17,80,22,13,45,11,0,2,0,9,9,3,1,5,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,10,2,9,13,10,3,6,1,12,6,6,0,7,0,6,1,0,4,5,4,1,5,0,25,,,30,5,10
2022,Butte County,Union Pacific RR - Butte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
2022,Calaveras County,Angels Camp,14,0,1,3,10,90,15,11,64,5,0,0,0,5,6,3,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,1,3,1,4,2,7,8,7,2,2,3,8,2,1,5,9,1,1,1,0,9,13,10,0,10,0,21,,,39,13,12
2022,Calaveras County,CA Highway Patrol - Calaveras,0,0,0,0,0,66,0,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,3,0,0,0,9,19,0,0,0,0,,,5,0,23
2022,Calaveras County,Calaveras Co. Sheriff's Department,240,1,27,11,201,509,165,15,329,108,0,8,5,95,31,16,2,13,1,1,0,2,1,24,3,3,1,0,7,2,1,0,0,5,0,3,48,10,65,78,45,120,77,20,35,22,88,30,41,17,7,6,2,1,1,26,68,26,2,42,1,162,,,184,54,91
2022,Calaveras County,Central Valley DPR,3,0,0,0,3,11,3,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,3,1,0,1,0,3,,,3,2,3
2022,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
2022,Colusa County,CA Highway Patrol - Colusa,6,0,0,0,6,12,0,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,1,,,1,0,0
2022,Colusa County,Colusa,16,0,8,3,5,76,16,11,49,2,0,0,1,1,7,2,2,3,0,0,0,0,0,8,0,0,0,0,3,2,0,0,0,0,1,0,1,0,4,0,6,10,8,4,2,2,8,4,2,2,11,0,0,0,0,5,18,3,4,4,0,15,,,24,12,13
2022,Colusa County,Colusa Co. Sheriff's Department,21,0,9,1,11,190,74,7,109,7,0,0,0,7,6,3,0,3,2,0,0,2,1,9,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3,5,52,22,34,3,27,4,40,10,25,5,0,0,7,0,0,1,25,8,0,1,0,74,,,86,16,7
2022,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0
2022,Colusa County,Williams,22,0,2,0,20,83,11,12,60,7,0,1,0,6,4,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,7,7,4,7,8,3,5,0,3,1,1,1,10,2,0,0,1,5,18,17,0,9,0,10,,,41,9,10
2022,Contra Costa County,Antioch,683,8,35,152,488,2500,427,625,1448,217,4,5,24,184,83,27,29,27,0,7,6,13,2,34,1,74,10,40,28,25,40,5,20,29,4,29,198,75,153,62,318,109,156,74,82,0,271,181,90,0,272,265,88,14,13,190,350,341,14,69,0,457,,,1111,139,198
2022,Contra Costa County,Brentwood,200,2,28,57,113,1351,226,133,992,62,2,4,18,38,140,23,8,109,2,0,17,19,5,28,0,8,3,12,34,3,27,6,3,1,4,13,41,16,37,19,125,101,71,35,31,5,155,94,45,16,64,43,26,0,1,401,192,152,35,51,0,160,,,621,161,210
2022,Contra Costa County,CA Highway Patrol - Contra Costa,14,1,0,0,13,420,0,376,44,12,1,0,0,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,1,0,0,0,0,0,0,0,0,0,0,147,188,41,0,0,0,1,13,0,0,0,30,,,30,0,14
2022,Contra Costa County,Clayton,15,0,1,2,12,92,13,4,75,2,0,0,0,2,0,0,0,0,1,0,2,3,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,7,4,7,6,7,2,5,0,6,3,3,0,2,1,1,0,0,15,22,19,2,1,0,16,,,47,15,13
2022,Contra Costa County,Concord,784,4,37,175,568,3434,514,560,2360,281,3,6,38,234,130,36,20,74,10,8,43,61,16,35,2,30,15,66,64,16,60,6,10,24,4,55,93,97,225,153,398,116,171,75,96,0,343,179,164,0,229,246,85,8,8,215,1164,323,47,157,0,438,,,1536,271,553
2022,Contra Costa County,Contra Costa BART,48,0,4,23,21,381,4,49,328,15,0,1,6,8,19,1,2,16,0,0,3,3,1,2,2,3,1,2,17,0,0,0,0,0,0,23,1,2,4,14,3,1,0,0,0,0,4,0,0,4,44,1,4,5,0,0,172,49,27,0,0,75,,,204,46,78
2022,Contra Costa County,Contra Costa Co. Sheriff's Department,397,6,37,67,287,1780,336,38,1406,155,4,5,13,133,122,30,14,78,4,6,7,17,6,34,3,32,1,7,27,19,8,6,7,15,0,12,56,31,119,81,228,108,177,51,67,59,159,68,46,45,27,6,5,10,3,143,505,346,47,74,0,278,,,884,146,376
2022,Contra Costa County,Contra Costa Community College,3,0,1,0,2,75,24,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,2,0,0,0,0,24,12,3,9,1,0,1,1,0,0,2,16,7,5,0,18,,,40,4,5
2022,Contra Costa County,Danville,14,0,1,5,8,290,42,27,221,6,0,0,4,2,12,1,0,11,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,1,1,2,0,0,6,2,27,15,21,7,6,8,21,6,8,7,20,5,2,5,1,41,64,54,9,9,1,37,,,156,22,43
2022,Contra Costa County,El Cerrito,111,1,1,60,49,1040,104,145,791,30,0,0,10,20,44,4,2,38,4,1,11,16,2,0,1,9,4,27,20,9,27,8,2,5,0,9,4,11,29,5,75,29,58,22,36,0,46,33,13,0,69,36,40,3,1,209,106,240,15,15,1,201,,,476,146,169
2022,Contra Costa County,Hercules,37,0,7,6,24,218,30,54,134,18,0,5,1,12,29,1,7,21,0,1,1,2,1,6,1,1,1,0,4,1,1,0,0,2,0,2,3,0,11,10,9,21,21,7,12,2,9,5,2,2,49,3,2,2,1,34,41,29,1,15,0,11,,,83,22,29
2022,Contra Costa County,Kensington,2,0,0,0,2,108,22,16,70,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,12,15,4,9,2,7,3,4,0,14,0,2,1,0,0,16,45,0,0,0,8,,,51,5,14
2022,Contra Costa County,Lafayette,25,0,1,11,13,315,41,34,240,12,0,0,6,6,29,3,5,21,0,0,0,0,0,1,0,4,0,6,1,3,3,0,1,1,1,2,0,0,7,6,24,17,13,3,7,3,28,12,8,8,31,3,0,3,3,55,87,27,15,12,0,38,,,158,35,47
2022,Contra Costa County,Martinez,105,0,17,31,57,556,78,129,349,41,0,4,9,28,18,4,1,13,3,0,2,5,0,17,0,4,1,7,19,6,7,1,4,4,0,9,5,9,25,18,35,43,29,10,14,5,49,28,16,5,74,31,24,6,1,29,148,74,5,33,1,52,,,219,29,101
2022,Contra Costa County,Moraga,30,0,4,4,22,155,42,19,94,7,0,1,1,5,24,6,0,18,0,0,0,0,0,3,1,2,0,2,0,2,0,0,0,1,0,1,0,0,14,8,33,9,7,2,5,0,35,11,24,0,17,1,1,47,0,12,9,9,2,4,0,11,,,58,12,24
2022,Contra Costa County,Oakley,101,2,9,10,80,505,71,111,323,36,2,1,3,30,28,5,12,11,4,1,6,11,7,9,0,6,1,1,2,2,5,0,0,1,0,2,15,4,30,31,40,31,28,6,15,7,43,16,18,9,40,56,15,12,2,46,94,47,13,18,1,90,,,200,45,78
2022,Contra Costa County,Orinda,11,0,1,7,3,125,28,14,83,3,0,0,0,3,15,3,1,11,0,0,0,0,0,1,0,4,0,1,2,1,2,0,0,3,0,1,0,0,3,0,18,10,20,2,7,11,8,4,1,3,9,5,0,4,1,20,30,12,0,2,0,14,,,59,14,10
2022,Contra Costa County,Pinole,72,1,9,22,40,540,50,72,418,23,0,0,6,17,46,2,2,42,3,0,4,7,3,8,1,9,4,2,7,1,9,0,0,2,1,9,3,2,26,9,26,24,16,6,7,3,34,26,4,4,44,16,12,1,0,103,161,107,1,7,0,38,,,320,48,50
2022,Contra Costa County,Pittsburg,452,2,39,112,299,1673,234,512,927,149,1,6,27,115,141,25,23,93,2,1,7,10,7,36,3,43,3,18,48,32,37,1,5,8,3,26,118,35,88,58,170,64,74,27,26,21,160,88,42,30,174,319,19,4,3,153,232,311,21,46,0,157,,,608,231,88
2022,Contra Costa County,Pleasant Hill,106,0,5,32,69,1628,177,143,1308,42,0,2,12,28,154,12,5,137,3,1,8,12,2,5,0,7,2,6,17,2,20,0,3,1,2,4,19,10,21,19,59,118,66,45,15,6,111,72,30,9,82,30,31,8,5,541,380,152,47,44,0,131,,,830,225,253
2022,Contra Costa County,Richmond,1006,17,24,240,725,3117,252,1035,1830,278,6,4,24,244,75,28,26,21,5,16,9,30,5,24,0,113,22,37,68,98,36,5,16,54,6,25,188,84,208,245,183,69,106,40,66,0,146,89,57,0,516,372,147,8,2,17,564,736,22,76,0,405,,,1088,209,533
2022,Contra Costa County,San Pablo,231,0,11,65,155,763,78,354,331,118,0,2,26,90,106,12,75,19,0,3,11,14,6,10,1,19,5,6,35,15,18,1,7,5,0,19,25,6,58,66,42,36,24,8,15,1,54,39,13,2,319,18,17,6,5,21,95,106,2,19,1,76,,,216,32,83
2022,Contra Costa County,San Ramon,66,0,11,18,37,862,129,71,662,27,0,0,3,24,44,9,2,33,5,0,1,6,0,11,0,2,0,6,10,0,4,0,2,6,1,5,3,3,10,21,80,49,43,20,15,8,86,45,28,13,48,14,9,14,8,88,170,158,38,47,1,138,,,448,83,131
2022,Contra Costa County,Union Pacific RR - Contra Costa,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,,3,0,0
2022,Contra Costa County,Walnut Creek,161,0,14,47,100,2157,344,201,1612,67,0,4,14,49,237,50,2,185,1,0,1,2,1,11,3,10,2,5,30,12,17,3,3,1,4,7,12,14,37,37,207,137,104,43,43,18,240,104,91,45,190,7,4,16,8,357,481,292,61,90,0,307,,,1054,213,345
2022,Del Norte County,CA Highway Patrol - Del Norte,8,0,0,0,8,76,6,44,26,5,0,0,0,5,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,2,0,0,0,0,6,0,6,0,11,30,3,0,0,0,9,11,0,2,0,4,,,8,2,16
2022,Del Norte County,Crescent City,82,0,6,9,67,407,41,19,347,45,0,2,8,35,193,11,4,178,4,1,10,15,7,6,0,0,0,2,7,0,5,0,1,0,1,2,4,9,24,30,20,21,14,4,6,4,27,20,7,0,11,7,1,0,1,191,51,5,18,36,0,45,,,101,80,166
2022,Del Norte County,Del Norte Co. Sheriff's Department,85,3,20,7,55,154,79,13,62,13,0,7,2,4,39,21,2,16,0,0,11,11,0,19,1,1,0,0,6,0,0,0,0,0,0,7,0,0,0,55,79,0,0,0,0,0,79,20,59,0,3,0,10,0,0,1,0,0,0,0,0,61,,,37,10,15
2022,El Dorado County,CA Highway Patrol - El Dorado,4,1,0,0,3,217,0,113,104,4,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,57,40,16,0,0,0,0,103,0,0,0,1,,,19,0,85
2022,El Dorado County,El Dorado Co. Sheriff's Department,324,9,106,23,186,1283,318,32,933,140,1,11,15,113,89,22,4,63,0,1,4,5,0,101,5,1,1,4,17,0,5,0,0,5,1,12,20,30,82,54,118,200,151,53,63,35,167,86,61,20,21,6,5,6,14,72,251,95,24,81,1,389,,,651,109,173
2022,El Dorado County,Placerville,61,1,4,9,47,212,31,20,161,48,0,2,5,41,43,4,1,38,2,0,4,6,5,4,0,0,1,2,6,1,3,0,1,2,0,2,4,8,14,21,22,9,5,3,2,0,26,17,9,0,6,10,4,0,1,40,32,11,4,21,0,52,,,88,36,37
2022,El Dorado County,South Lake Tahoe,137,0,12,21,104,345,54,58,233,68,0,2,12,54,40,7,5,28,2,1,2,5,1,10,2,3,0,1,17,6,1,0,1,2,0,11,6,13,30,55,26,28,31,8,15,8,23,12,6,5,30,16,12,0,0,30,34,15,13,47,0,94,,,131,35,67
